  45.06
 318.00
 771486538
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
2001 01 30 12	33873.22	5.46	246.86	0.00	-6.53	-6.53	323.84
2001 01 31 12	34214.40	10.51	116.80	0.00	-4.48	-4.48	408.75
2001 02 01 12	34214.40	5.43	178.37	0.00	-6.65	-6.65	342.97
2001 02 02 12	34557.64	0.83	278.04	0.00	-5.93	-5.93	342.29
2001 02 03 12	34560.00	1.42	98.94	0.00	-6.29	-6.29	336.73
2001 02 04 12	34830.02	0.02	314.88	0.00	-12.26	-12.26	205.08
2001 02 05 12	34905.60	2.41	167.81	0.00	-6.03	-6.03	348.62
2001 02 06 12	35055.53	13.49	229.40	0.00	-3.51	-3.51	426.04
2001 02 07 12	35251.20	0.31	235.50	0.00	-4.03	-4.03	378.50
2001 02 08 12	35329.27	0.00	282.91	0.00	-8.05	-8.05	280.90
2001 02 09 12	35596.80	3.93	89.79	0.00	-9.27	-9.27	272.71
2001 02 10 12	35601.22	4.55	253.58	0.00	-1.58	-1.58	514.07
2001 02 11 12	35942.40	0.16	319.09	0.00	-18.02	-18.02	103.11
2001 02 12 12	35942.40	0.00	355.84	0.00	-16.32	-16.32	121.71
2001 02 13 12	36288.00	0.00	214.41	0.00	-8.02	-8.02	237.48
2001 02 14 12	36288.00	0.46	194.62	0.00	-8.14	-8.14	277.07
2001 02 15 12	36633.60	6.91	326.10	0.00	-2.93	-2.93	425.72
2001 02 16 12	36633.60	0.00	374.89	0.00	-8.86	-8.86	235.06
2001 02 17 12	36979.20	0.02	226.19	0.00	-5.62	-5.62	332.46
2001 02 18 12	36983.62	0.04	358.08	0.00	-14.88	-14.88	131.04
2001 02 19 12	37324.80	0.00	354.65	0.00	-8.19	-8.19	235.00
2001 02 20 12	37402.88	0.04	277.88	0.00	-1.91	-1.91	427.38
2001 02 21 12	37670.40	0.00	308.09	0.00	-3.27	-3.27	370.32
2001 02 22 12	37820.33	0.09	335.26	0.00	-17.19	-17.19	90.57
2001 02 23 12	38016.00	2.75	136.18	0.00	-11.89	-11.89	217.76
2001 02 24 12	38325.66	0.83	404.25	0.00	-9.93	-9.93	213.03
2001 02 25 12	38361.60	7.00	147.04	0.00	-12.72	-12.72	193.00
2001 02 26 12	38707.20	3.78	201.61	0.00	-1.82	-1.82	494.79
2001 02 27 12	38707.20	0.00	397.58	0.00	-8.00	-8.00	273.42
2001 02 28 12	39052.80	0.00	336.03	0.00	-13.34	-13.34	156.09
2001 03 01 12	39052.80	0.00	287.52	0.00	-14.60	-14.60	135.86
2001 03 02 12	39398.40	0.01	284.56	0.00	-16.79	-16.79	121.15
2001 03 03 12	39398.40	0.01	299.61	0.00	-13.01	-13.01	172.88
2001 03 04 12	39744.00	0.00	463.98	0.00	-12.60	-12.60	171.39
2001 03 05 12	39748.42	0.05	203.41	0.00	-8.57	-8.57	283.77
2001 03 06 12	40089.60	3.39	324.14	0.00	-3.54	-3.54	427.26
2001 03 07 12	40435.20	0.04	440.43	0.00	-6.42	-6.42	337.29
2001 03 08 12	40435.20	0.00	478.42	0.00	-6.78	-6.78	302.78
2001 03 09 12	40780.80	0.15	253.85	0.00	-6.03	-6.03	356.59
2001 03 10 12	40780.80	4.04	347.25	0.00	-2.78	-2.78	445.95
2001 03 11 12	41126.40	0.52	388.42	0.00	-3.45	-3.45	408.98
2001 03 12 12	41126.40	0.06	492.82	0.00	-5.42	-5.42	332.48
2001 03 13 12	41472.00	9.42	166.99	0.00	-5.74	-5.74	345.75
2001 03 14 12	41550.07	5.92	269.92	0.00	-1.64	-1.64	501.19
2001 03 15 12	41817.60	0.01	271.69	0.00	-2.23	-2.23	406.53
2001 03 16 12	42163.20	0.00	490.72	0.00	-2.99	-2.99	377.21
2001 03 17 12	42163.20	0.00	496.10	0.00	-5.00	-5.00	351.27
2001 03 18 12	42508.80	0.04	207.31	0.00	-1.78	-1.78	457.09
2001 03 19 12	42508.80	0.03	252.31	0.00	-0.67	-0.67	501.48
2001 03 20 12	42854.40	0.00	499.37	0.00	-0.74	-0.74	460.94
2001 03 21 12	42854.40	0.17	416.48	0.00	1.31	1.31	451.50
2001 03 22 12	43200.00	10.22	227.86	0.00	0.54	0.54	520.70
2001 03 23 12	43545.60	19.82	211.47	0.00	-0.80	-0.80	524.59
2001 03 24 12	43545.60	0.53	302.98	0.00	-0.36	-0.36	478.37
2001 03 25 12	43891.20	0.01	507.83	0.00	-2.43	-2.43	327.44
2001 03 26 12	43891.20	0.00	429.53	0.00	-3.32	-3.32	222.25
2001 03 27 12	44236.80	0.00	379.22	0.00	-3.55	-3.55	178.56
2001 03 28 12	44236.80	0.00	183.11	0.00	-1.88	-1.88	337.40
2001 03 29 12	44582.40	0.00	466.95	0.00	-1.57	-1.57	375.78
2001 03 30 12	44849.93	7.16	270.87	0.00	-0.18	-0.18	497.48
2001 03 31 12	44928.00	23.78	148.05	0.00	-1.77	-1.77	492.08
2001 04 01 12	45273.60	0.01	189.97	0.00	-3.11	-3.11	441.92
2001 04 02 12	45273.60	0.09	192.78	0.00	-3.13	-3.13	431.29
2001 04 03 12	45619.20	0.12	153.83	0.00	-1.86	-1.86	470.63
2001 04 04 12	45619.20	0.00	469.14	0.00	-0.03	-0.03	462.72
2001 04 05 12	45964.80	0.00	540.70	0.00	1.47	1.47	400.53
2001 04 06 12	45964.80	0.00	445.98	0.00	2.31	2.31	370.78
2001 04 07 12	46310.40	0.00	546.92	0.00	1.67	1.67	367.84
2001 04 08 12	46577.93	1.85	220.64	0.00	0.93	0.93	458.47
2001 04 09 12	46656.00	0.00	292.55	0.00	2.96	2.96	637.45
2001 04 10 12	47001.60	0.03	422.92	0.00	4.42	4.42	604.89
2001 04 11 12	47001.60	0.00	545.06	0.00	3.34	3.34	461.29
2001 04 12 12	47347.20	7.05	171.08	0.00	3.63	3.63	607.63
2001 04 13 12	47347.20	3.35	319.50	0.00	5.35	5.35	765.08
2001 04 14 12	47692.80	0.13	362.71	0.00	3.13	3.13	499.50
2001 04 15 12	47692.80	0.00	451.56	0.00	2.43	2.43	462.94
2001 04 16 12	48038.40	0.00	402.29	0.00	3.61	3.61	493.22
2001 04 17 12	48074.34	0.00	548.01	0.00	4.86	4.86	442.31
2001 04 18 12	48384.00	0.00	443.29	0.00	3.03	3.03	392.29
2001 04 19 12	48579.67	0.01	354.94	0.00	2.30	2.30	345.68
2001 04 20 12	48729.60	0.00	574.27	0.00	4.53	4.53	392.24
2001 04 21 12	48997.12	0.00	562.28	0.00	8.79	8.79	573.19
2001 04 22 12	49075.20	0.16	246.63	0.00	11.45	11.45	1118.55
2001 04 23 12	49416.38	0.00	557.12	0.00	9.96	9.96	762.26
2001 04 24 12	49420.80	1.70	475.34	0.00	13.21	13.21	1095.94
2001 04 25 12	49766.40	0.05	562.89	0.00	8.37	8.37	605.29
2001 04 26 12	49766.40	0.00	582.10	0.00	5.89	5.89	407.87
2001 04 27 12	50112.00	0.00	480.94	0.00	6.44	6.44	535.95
2001 04 28 12	50112.00	0.00	471.37	0.00	4.44	4.44	508.33
2001 04 29 12	50457.60	0.00	543.82	0.00	2.98	2.98	357.98
2001 04 30 12	50457.60	0.56	307.35	0.00	6.71	6.71	550.98
2001 05 01 12	50798.78	0.01	385.26	0.00	12.75	12.75	930.16
2001 05 02 12	50803.20	0.00	499.20	0.00	18.30	18.30	1065.36
2001 05 03 12	51070.73	0.00	495.48	0.00	21.02	21.02	1248.72
2001 05 04 12	51148.80	0.55	303.10	0.00	18.59	18.59	1268.07
2001 05 05 12	51344.47	1.63	356.48	0.00	11.39	11.39	885.45
2001 05 06 12	51494.40	0.00	529.31	0.00	7.90	7.90	570.56
2001 05 07 12	51569.98	0.00	524.36	0.00	10.24	10.24	547.51
2001 05 08 12	51840.00	0.00	524.66	0.00	12.99	12.99	691.22
2001 05 09 12	51842.36	0.00	511.00	0.00	11.71	11.71	865.40
2001 05 10 12	52185.60	0.00	505.63	0.00	13.33	13.33	963.39
2001 05 11 12	52185.60	0.00	515.36	0.00	16.18	16.18	985.68
2001 05 12 12	52526.78	0.56	245.24	0.00	16.44	16.44	1231.12
2001 05 13 12	52531.20	7.50	298.98	0.00	11.03	11.03	1044.47
2001 05 14 12	52654.67	0.00	374.91	0.00	7.47	7.47	632.51
2001 05 15 12	52876.80	3.33	180.47	0.00	7.85	7.85	882.83
2001 05 16 12	52876.80	0.55	421.11	0.00	10.22	10.22	1021.39
2001 05 17 12	53217.98	0.08	360.81	0.00	10.81	10.81	972.86
2001 05 18 12	53222.40	1.08	300.61	0.00	11.64	11.64	1027.06
2001 05 19 12	53297.98	11.53	169.36	0.00	8.46	8.46	1038.63
2001 05 20 12	53568.00	0.00	513.58	0.00	11.44	11.44	1031.25
2001 05 21 12	53568.00	0.00	453.88	0.00	13.33	13.33	1072.27
2001 05 22 12	53691.47	0.00	496.80	0.00	12.17	12.17	1052.02
2001 05 23 12	53913.60	0.00	514.35	0.00	13.50	13.50	1094.34
2001 05 24 12	53913.60	0.00	506.54	0.00	14.06	14.06	1054.66
2001 05 25 12	54037.07	0.00	518.71	0.00	13.52	13.52	953.43
2001 05 26 12	54259.20	0.00	411.74	0.00	14.76	14.76	1020.70
2001 05 27 12	54259.20	6.45	171.44	0.00	11.06	11.06	1109.70
2001 05 28 12	54334.78	8.35	308.99	0.00	13.06	13.06	1344.56
2001 05 29 12	54600.38	8.25	411.48	0.00	13.88	13.88	1282.15
2001 05 30 12	54604.80	0.69	380.53	0.00	10.76	10.76	983.20
2001 05 31 12	54604.80	0.00	303.95	0.00	7.38	7.38	813.28
2001 06 01 12	54728.27	0.00	532.67	0.00	11.28	11.28	907.48
2001 06 02 12	54945.98	14.16	135.18	0.00	9.10	9.10	1007.91
2001 06 03 12	54950.40	25.80	186.01	0.00	9.70	9.70	1161.04
2001 06 04 12	54950.40	5.29	328.85	0.00	11.90	11.90	1211.01
2001 06 05 12	54986.34	3.15	271.59	0.00	13.04	13.04	1263.33
2001 06 06 12	55146.07	0.00	301.87	0.00	13.55	13.55	1254.05
2001 06 07 12	55296.00	0.00	481.25	0.00	15.77	15.77	1235.89
2001 06 08 12	55296.00	0.00	486.07	0.00	15.04	15.04	1068.53
2001 06 09 12	55296.00	0.23	398.18	0.00	13.83	13.83	1018.26
2001 06 10 12	55298.36	0.43	441.71	0.00	15.13	15.13	1162.90
2001 06 11 12	55331.94	1.43	465.36	0.00	17.79	17.79	1350.82
2001 06 12 12	55419.47	4.80	241.93	0.00	14.65	14.65	1477.79
2001 06 13 12	55563.53	1.46	460.84	0.00	17.47	17.47	1688.57
2001 06 14 12	55637.18	0.00	506.28	0.00	23.02	23.02	2016.27
2001 06 15 12	55641.60	0.00	512.54	0.00	24.60	24.60	2379.68
2001 06 16 12	55641.60	0.01	502.06	0.00	25.53	25.53	2544.20
2001 06 17 12	55641.60	11.24	272.77	0.00	21.27	21.27	2250.39
2001 06 18 12	55641.60	3.07	520.30	0.00	19.30	19.30	1644.24
2001 06 19 12	55641.60	0.02	366.26	0.00	17.86	17.86	1473.80
2001 06 20 12	55641.60	0.01	435.60	0.00	20.51	20.51	1734.21
2001 06 21 12	55641.60	0.00	510.62	0.00	15.95	15.95	1213.35
2001 06 22 12	55641.60	0.04	294.66	0.00	15.55	15.55	1339.43
2001 06 23 12	55641.60	0.03	251.55	0.00	16.88	16.88	1768.39
2001 06 24 12	55641.60	25.92	235.53	0.00	18.92	18.92	2019.96
2001 06 25 12	55641.60	4.77	500.43	0.00	20.14	20.14	1903.82
2001 06 26 12	55641.60	0.00	510.93	0.00	22.04	22.04	1925.33
2001 06 27 12	55641.60	0.00	509.87	0.00	23.07	23.07	2031.70
2001 06 28 12	55637.18	0.01	463.00	0.00	19.20	19.20	1557.68
2001 06 29 12	55563.53	0.00	381.50	0.00	13.05	13.05	1085.06
2001 06 30 12	55491.67	0.12	437.47	0.00	19.65	19.65	1872.19
2001 07 01 12	55371.58	5.75	353.87	0.00	22.00	22.00	2070.36
2001 07 02 12	55331.94	3.11	456.29	0.00	14.19	14.19	1178.46
2001 07 03 12	55296.00	0.00	416.92	0.00	13.32	13.32	1051.05
2001 07 04 12	55296.00	0.00	325.79	0.00	15.46	15.46	1416.32
2001 07 05 12	55296.00	12.93	362.85	0.00	18.33	18.33	1813.09
2001 07 06 12	55217.93	0.75	363.78	0.00	16.43	16.43	1428.53
2001 07 07 12	55073.87	0.00	366.80	0.00	14.56	14.56	1243.42
2001 07 08 12	54952.76	3.60	204.43	0.00	15.50	15.50	1512.94
2001 07 09 12	54950.40	1.30	378.44	0.00	17.51	17.51	1766.53
2001 07 10 12	54950.40	11.61	383.25	0.00	18.76	18.76	1834.28
2001 07 11 12	54872.32	11.12	351.15	0.00	17.95	17.95	1712.57
2001 07 12 12	54640.74	0.90	311.57	0.00	14.82	14.82	1364.21
2001 07 13 12	54604.80	1.12	359.35	0.00	14.98	14.98	1355.49
2001 07 14 12	54604.80	3.11	318.70	0.00	16.76	16.76	1457.15
2001 07 15 12	54454.87	3.29	260.95	0.00	15.33	15.33	1491.07
2001 07 16 12	54261.56	3.84	342.66	0.00	17.33	17.33	1553.03
2001 07 17 12	54259.20	9.41	300.98	0.00	17.78	17.78	1575.31
2001 07 18 12	54181.12	1.20	379.11	0.00	15.73	15.73	1484.25
2001 07 19 12	53949.54	0.75	483.25	0.00	18.53	18.53	1505.10
2001 07 20 12	53913.60	0.00	481.95	0.00	20.03	20.03	1515.71
2001 07 21 12	53909.18	0.00	475.62	0.00	21.66	21.66	1719.51
2001 07 22 12	53570.36	0.00	465.04	0.00	21.73	21.73	1913.08
2001 07 23 12	53568.00	0.00	424.17	0.00	22.97	22.97	2134.97
2001 07 24 12	53489.93	2.69	363.23	0.00	24.29	24.29	2411.86
2001 07 25 12	53222.40	0.52	417.25	0.00	22.62	22.62	2075.10
2001 07 26 12	53222.40	0.00	408.34	0.00	16.25	16.25	1296.69
2001 07 27 12	53000.27	0.00	432.84	0.00	12.21	12.21	940.36
2001 07 28 12	52876.80	0.00	441.78	0.00	13.93	13.93	1079.53
2001 07 29 12	52872.38	0.10	474.55	0.00	18.14	18.14	1374.34
2001 07 30 12	52531.20	0.68	397.68	0.00	18.16	18.16	1517.38
2001 07 31 12	52531.20	0.12	386.33	0.00	19.00	19.00	1463.44
2001 08 01 12	52261.18	0.00	496.25	0.00	21.15	21.15	1673.55
2001 08 02 12	52185.60	0.00	477.13	0.00	22.00	22.00	1786.31
2001 08 03 12	52035.67	0.00	393.43	0.00	23.42	23.42	2125.85
2001 08 04 12	51840.00	0.00	489.10	0.00	21.55	21.55	1767.42
2001 08 05 12	51840.00	0.00	473.63	0.00	21.50	21.50	1904.67
2001 08 06 12	51494.40	0.00	457.04	0.00	23.26	23.26	2010.95
2001 08 07 12	51494.40	0.28	390.00	0.00	24.25	24.25	2146.03
2001 08 08 12	51148.80	0.00	441.24	0.00	22.02	22.02	1792.39
2001 08 09 12	51148.80	2.84	408.66	0.00	24.18	24.18	2229.49
2001 08 10 12	50805.56	1.27	404.73	0.00	25.51	25.51	2318.07
2001 08 11 12	50803.20	0.91	493.94	0.00	18.30	18.30	1413.03
2001 08 12 12	50493.54	0.36	363.07	0.00	18.85	18.85	1386.82
2001 08 13 12	50457.60	0.26	464.58	0.00	20.28	20.28	1766.40
2001 08 14 12	50147.94	0.00	478.07	0.00	18.76	18.76	1406.30
2001 08 15 12	50112.00	0.00	486.12	0.00	19.00	19.00	1252.68
2001 08 16 12	49802.34	0.00	472.62	0.00	19.02	19.02	1405.26
2001 08 17 12	49766.40	1.48	183.54	0.00	18.86	18.86	1815.64
2001 08 18 12	49423.16	2.20	416.79	0.00	20.17	20.17	1824.16
2001 08 19 12	49420.80	0.00	453.83	0.00	20.15	20.15	1558.84
2001 08 20 12	49075.20	1.47	205.67	0.00	18.08	18.08	1656.71
2001 08 21 12	49075.20	10.82	274.88	0.00	17.69	17.69	1797.55
2001 08 22 12	48729.60	4.11	293.57	0.00	19.95	19.95	1861.74
2001 08 23 12	48729.60	0.40	451.52	0.00	21.30	21.30	1724.18
2001 08 24 12	48384.00	0.44	471.82	0.00	19.17	19.17	1444.16
2001 08 25 12	48384.00	0.00	475.73	0.00	14.08	14.08	919.51
2001 08 26 12	48038.40	0.00	432.47	0.00	16.11	16.11	1267.41
2001 08 27 12	48038.40	6.13	260.64	0.00	17.50	17.50	1719.55
2001 08 28 12	47692.80	0.11	451.87	0.00	20.83	20.83	1705.66
2001 08 29 12	47688.38	4.88	402.13	0.00	18.31	18.31	1441.21
2001 08 30 12	47347.20	0.00	463.25	0.00	15.36	15.36	1096.41
2001 08 31 12	47077.18	0.00	440.01	0.00	18.41	18.41	1649.13
2001 09 01 12	47001.60	18.40	334.78	0.00	18.89	18.89	1789.94
2001 09 02 12	46656.00	0.03	455.42	0.00	11.93	11.93	908.03
2001 09 03 12	46656.00	0.00	305.30	0.00	13.30	13.30	1058.23
2001 09 04 12	46310.40	5.87	397.85	0.00	16.24	16.24	1436.75
2001 09 05 12	46310.40	2.81	434.58	0.00	14.97	14.97	1198.76
2001 09 06 12	45964.80	0.00	442.07	0.00	12.65	12.65	908.61
2001 09 07 12	45964.80	0.00	432.71	0.00	18.60	18.60	1344.40
2001 09 08 12	45619.20	0.00	422.24	0.00	21.46	21.46	1659.01
2001 09 09 12	45349.18	0.00	426.25	0.00	23.89	23.89	2076.25
2001 09 10 12	45273.60	0.00	421.00	0.00	21.73	21.73	1888.98
2001 09 11 12	44928.00	3.41	441.57	0.00	18.85	18.85	1489.08
2001 09 12 12	44928.00	0.00	434.24	0.00	13.05	13.05	920.97
2001 09 13 12	44582.40	0.11	409.03	0.00	16.56	16.56	1127.64
2001 09 14 12	44582.40	0.02	312.31	0.00	11.14	11.14	860.99
2001 09 15 12	44236.80	0.14	337.97	0.00	9.85	9.85	745.92
2001 09 16 12	44236.80	0.00	330.35	0.00	12.69	12.69	884.85
2001 09 17 12	43891.20	0.00	421.55	0.00	15.90	15.90	1059.14
2001 09 18 12	43545.60	0.00	283.63	0.00	14.95	14.95	1091.61
2001 09 19 12	43545.60	0.00	387.51	0.00	13.73	13.73	938.84
2001 09 20 12	43200.00	0.25	270.91	0.00	13.92	13.92	1129.37
2001 09 21 12	43200.00	14.06	201.25	0.00	14.90	14.90	1555.77
2001 09 22 12	42854.40	4.06	243.33	0.00	16.39	16.39	1674.95
2001 09 23 12	42854.40	2.67	352.16	0.00	18.55	18.55	1596.20
2001 09 24 12	42508.80	0.17	342.30	0.00	18.75	18.75	1516.52
2001 09 25 12	42163.20	18.73	110.46	0.00	14.92	14.92	1593.46
2001 09 26 12	42163.20	15.08	360.78	0.00	18.12	18.12	1782.52
2001 09 27 12	41817.60	0.00	281.37	0.00	13.78	13.78	1221.09
2001 09 28 12	41817.60	0.98	156.09	0.00	10.77	10.77	1077.86
2001 09 29 12	41472.00	0.00	310.55	0.00	9.06	9.06	763.82
2001 09 30 12	41472.00	0.00	396.89	0.00	8.99	8.99	690.67
2001 10 01 12	41126.40	0.00	387.43	0.00	10.35	10.35	756.23
2001 10 02 12	41050.82	0.00	306.41	0.00	11.84	11.84	951.00
2001 10 03 12	40780.80	0.01	305.03	0.00	13.02	13.02	1018.16
2001 10 04 12	40435.20	0.00	365.19	0.00	17.45	17.45	1308.97
2001 10 05 12	40435.20	0.00	143.59	0.00	15.19	15.19	1265.77
2001 10 06 12	40089.60	3.20	197.17	0.00	13.58	13.58	1286.01
2001 10 07 12	40089.60	1.08	287.77	0.00	6.04	6.04	654.07
2001 10 08 12	39744.00	1.05	238.89	0.00	4.31	4.31	559.43
2001 10 09 12	39744.00	0.00	359.55	0.00	4.42	4.42	493.89
2001 10 10 12	39398.40	0.08	186.56	0.00	9.17	9.17	716.40
2001 10 11 12	39322.82	0.00	347.80	0.00	14.05	14.05	965.16
2001 10 12 12	39052.80	0.00	252.37	0.00	14.73	14.73	1139.00
2001 10 13 12	38711.62	0.00	332.71	0.00	13.96	13.96	1169.37
2001 10 14 12	38707.20	0.20	292.04	0.00	12.33	12.33	1162.02
2001 10 15 12	38361.60	6.43	120.86	0.00	13.80	13.80	1427.30
2001 10 16 12	38361.60	0.00	325.86	0.00	9.76	9.76	880.42
2001 10 17 12	38016.00	15.48	223.26	0.00	9.95	9.95	1027.74
2001 10 18 12	38016.00	0.73	273.01	0.00	5.05	5.05	586.91
2001 10 19 12	37670.40	0.00	300.97	0.00	4.21	4.21	497.77
2001 10 20 12	37670.40	0.53	122.15	0.00	6.46	6.46	776.55
2001 10 21 12	37324.80	3.52	254.08	0.00	8.95	8.95	786.32
2001 10 22 12	37324.80	3.60	302.85	0.00	9.35	9.35	914.04
2001 10 23 12	36979.20	2.15	269.45	0.00	6.96	6.96	608.22
2001 10 24 12	36976.84	6.37	178.61	0.00	12.26	12.26	1267.50
2001 10 25 12	36633.60	5.99	193.92	0.00	15.23	15.23	1507.65
2001 10 26 12	36597.66	0.44	141.13	0.00	8.82	8.82	719.14
2001 10 27 12	36288.00	0.32	114.08	0.00	3.83	3.83	543.13
2001 10 28 12	36252.06	0.00	236.51	0.00	2.44	2.44	475.01
2001 10 29 12	35942.40	0.00	275.59	0.00	2.78	2.78	446.16
2001 10 30 12	35940.04	0.00	218.26	0.00	2.60	2.60	484.31
2001 10 31 12	35596.80	0.00	225.39	0.00	-1.59	-1.59	400.66
2001 11 01 12	35594.44	6.98	206.20	0.00	1.92	1.92	624.24
2001 11 02 12	35251.20	0.45	288.45	0.00	9.28	9.28	1028.12
2001 11 03 12	35251.20	0.34	307.28	0.00	13.40	13.40	1168.30
2001 11 04 12	34905.60	0.03	169.61	0.00	8.32	8.32	735.94
2001 11 05 12	34905.60	0.56	79.13	0.00	5.54	5.54	726.18
2001 11 06 12	34560.00	0.65	307.56	0.00	5.15	5.15	621.19
2001 11 07 12	34560.00	0.00	293.75	0.00	3.56	3.56	544.48
2001 11 08 12	34364.33	0.00	267.05	0.00	1.32	1.32	406.29
2001 11 09 12	34214.40	5.89	196.22	0.00	3.39	3.39	634.74
2001 11 10 12	34138.82	0.35	271.73	0.00	0.33	0.33	441.59
2001 11 11 12	33868.80	1.55	199.86	0.00	1.35	1.35	472.02
2001 11 12 12	33868.80	0.00	111.51	0.00	-2.62	-2.62	297.47
2001 11 13 12	33527.62	0.00	287.77	0.00	-3.08	-3.08	285.18
2001 11 14 12	33523.20	0.00	223.12	0.00	2.22	2.22	459.43
2001 11 15 12	33399.73	0.00	285.52	0.00	5.32	5.32	726.15
2001 11 16 12	33177.60	1.02	179.88	0.00	7.47	7.47	871.92
2001 11 17 12	33177.60	0.14	289.54	0.00	-1.52	-1.52	287.65
2001 11 18 12	32910.07	0.00	146.81	0.00	0.56	0.56	371.23
2001 11 19 12	32832.00	0.00	279.93	0.00	4.90	4.90	611.09
2001 11 20 12	32829.64	3.22	146.24	0.00	5.50	5.50	756.67
2001 11 21 12	32490.82	0.26	249.84	0.00	-1.33	-1.33	305.26
2001 11 22 12	32486.40	0.00	139.39	0.00	0.57	0.57	390.58
2001 11 23 12	32450.46	0.00	196.93	0.00	2.58	2.58	514.62
2001 11 24 12	32218.88	0.00	270.98	0.00	2.98	2.98	639.09
2001 11 25 12	32140.80	0.55	189.74	0.00	6.91	6.91	906.41
2001 11 26 12	32138.44	9.89	224.07	0.00	9.57	9.57	1065.82
2001 11 27 12	31945.13	0.09	162.81	0.00	7.71	7.71	851.11
2001 11 28 12	31795.20	1.80	75.14	0.00	2.85	2.85	627.76
2001 11 29 12	31795.20	7.44	79.79	0.00	-2.65	-2.65	375.61
2001 11 30 12	31759.26	9.26	76.28	0.00	0.82	0.82	598.07
2001 12 01 12	31527.68	3.62	188.35	0.00	7.53	7.53	928.13
2001 12 02 12	31449.60	0.00	154.29	0.00	5.38	5.38	674.67
2001 12 03 12	31449.60	0.01	178.71	0.00	3.24	3.24	579.35
2001 12 04 12	31447.24	0.01	163.02	0.00	4.68	4.68	655.76
2001 12 05 12	31326.13	1.82	205.05	0.00	5.44	5.44	745.58
2001 12 06 12	31182.08	0.69	124.97	0.00	8.77	8.77	932.51
2001 12 07 12	31104.00	0.00	231.52	0.00	3.85	3.85	436.39
2001 12 08 12	31104.00	0.00	233.35	0.00	-2.35	-2.35	292.04
2001 12 09 12	31104.00	0.04	97.94	0.00	-3.41	-3.41	391.80
2001 12 10 12	31068.06	0.00	227.29	0.00	-6.24	-6.24	336.56
2001 12 11 12	31028.42	0.00	226.03	0.00	-3.27	-3.27	422.11
2001 12 12 12	30908.33	0.10	230.52	0.00	-4.50	-4.50	374.07
2001 12 13 12	30836.48	1.82	53.89	0.00	-1.83	-1.83	500.24
2001 12 14 12	30762.82	0.45	205.61	0.00	1.57	1.57	626.09
2001 12 15 12	30758.40	7.94	226.87	0.00	-1.41	-1.41	462.22
2001 12 16 12	30758.40	0.01	224.85	0.00	-6.71	-6.71	300.21
2001 12 17 12	30758.40	0.01	160.96	0.00	-4.89	-4.89	310.46
2001 12 18 12	30758.40	10.14	99.77	0.00	-2.81	-2.81	463.21
2001 12 19 12	30758.40	0.65	216.96	0.00	-3.34	-3.34	426.65
2001 12 20 12	30758.40	0.88	49.73	0.00	-2.79	-2.79	466.34
2001 12 21 12	30758.40	5.74	145.02	0.00	-2.85	-2.85	452.16
2001 12 22 12	30758.40	0.28	224.71	0.00	-6.51	-6.51	311.98
2001 12 23 12	30758.40	0.18	224.60	0.00	-8.41	-8.41	275.68
2001 12 24 12	30758.40	10.61	83.56	0.00	-3.07	-3.07	449.82
2001 12 25 12	30758.40	7.10	197.70	0.00	-2.08	-2.08	473.72
2001 12 26 12	30758.40	0.00	110.48	0.00	-3.31	-3.31	411.22
2001 12 27 12	30758.40	3.80	115.85	0.00	-4.45	-4.45	412.09
2001 12 28 12	30762.82	0.25	214.59	0.00	-7.40	-7.40	296.28
2001 12 29 12	30836.48	0.00	183.77	0.00	-6.05	-6.05	322.89
2001 12 30 12	30980.53	0.16	131.39	0.00	-6.69	-6.69	302.99
2001 12 31 12	31068.06	0.31	106.40	0.00	-6.56	-6.56	302.80
2002 01 01 12	31101.64	0.10	166.15	0.00	-9.78	-9.78	229.70
2002 01 02 12	31104.00	0.00	231.96	0.00	-9.74	-9.74	251.71
2002 01 03 12	31104.00	0.01	153.52	0.00	-7.44	-7.44	287.25
2002 01 04 12	31104.00	0.02	240.69	0.00	-11.39	-11.39	205.76
2002 01 05 12	31253.93	0.00	191.94	0.00	-7.54	-7.54	297.40
2002 01 06 12	31413.66	0.24	96.93	0.00	-2.67	-2.67	465.62
2002 01 07 12	31449.60	12.42	121.24	0.00	-2.46	-2.46	474.51
2002 01 08 12	31449.60	0.46	213.74	0.00	-9.24	-9.24	255.63
2002 01 09 12	31454.02	0.00	94.50	0.00	-6.63	-6.63	340.60
2002 01 10 12	31671.73	3.28	140.97	0.00	-1.95	-1.95	506.16
2002 01 11 12	31795.20	0.06	126.64	0.00	-1.00	-1.00	536.31
2002 01 12 12	31795.20	0.30	178.24	0.00	-2.24	-2.24	438.62
2002 01 13 12	31799.62	19.01	133.22	0.00	-2.05	-2.05	496.56
2002 01 14 12	32065.22	1.72	249.27	0.00	-4.75	-4.75	370.68
2002 01 15 12	32140.80	1.23	70.12	0.00	-8.61	-8.61	295.58
2002 01 16 12	32140.80	13.38	152.88	0.00	-5.66	-5.66	362.34
2002 01 17 12	32362.93	1.23	74.05	0.00	-9.98	-9.98	262.61
2002 01 18 12	32486.40	0.03	159.12	0.00	-6.49	-6.49	340.66
2002 01 19 12	32486.40	0.34	263.43	0.00	-8.95	-8.95	253.86
2002 01 20 12	32708.53	0.00	241.55	0.00	-7.64	-7.64	301.22
