  44.98
 613.00
 913874993
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1996 06 01 12	54655.26	0.00	527.03	0.00	15.42	15.42	925.07
1996 06 02 12	54855.10	0.08	522.58	0.00	17.39	17.39	1098.10
1996 06 03 12	54950.40	0.44	275.21	0.00	13.35	13.35	1151.90
1996 06 04 12	54950.40	4.00	326.70	0.00	15.55	15.55	1581.20
1996 06 05 12	54951.04	3.59	368.32	0.00	16.85	16.85	1598.68
1996 06 06 12	55067.66	0.56	417.67	0.00	15.59	15.59	1306.47
1996 06 07 12	55200.70	4.62	139.86	0.00	14.50	14.50	1385.01
1996 06 08 12	55290.92	10.21	132.13	0.00	13.72	13.72	1430.72
1996 06 09 12	55296.00	17.01	176.59	0.00	12.40	12.40	1306.36
1996 06 10 12	55296.00	8.42	317.97	0.00	15.59	15.59	1587.05
1996 06 11 12	55296.00	5.81	456.68	0.00	20.61	20.61	2032.36
1996 06 12 12	55305.21	8.94	411.20	0.00	23.66	23.66	2172.48
1996 06 13 12	55346.46	11.91	367.43	0.00	20.98	20.98	2041.15
1996 06 14 12	55413.27	11.22	407.64	0.00	19.14	19.14	1765.79
1996 06 15 12	55484.15	0.68	450.49	0.00	19.18	19.18	1571.99
1996 06 16 12	55546.30	0.00	425.55	0.00	13.23	13.23	1114.31
1996 06 17 12	55546.30	0.00	469.29	0.00	16.61	16.61	1419.58
1996 06 18 12	55608.50	0.00	523.33	0.00	16.57	16.57	1385.44
1996 06 19 12	55608.50	0.00	489.10	0.00	16.67	16.67	1403.34
1996 06 20 12	55608.50	0.47	454.26	0.00	17.38	17.38	1605.27
1996 06 21 12	55608.50	16.91	183.03	0.00	12.87	12.87	1363.34
1996 06 22 12	55608.50	10.84	139.80	0.00	8.34	8.34	1040.60
1996 06 23 12	55608.50	15.78	167.34	0.00	9.31	9.31	1097.18
1996 06 24 12	55546.30	6.14	265.17	0.00	11.14	11.14	1187.19
1996 06 25 12	55484.15	18.40	364.48	0.00	14.10	14.10	1377.34
1996 06 26 12	55413.27	1.20	407.76	0.00	11.89	11.89	997.70
1996 06 27 12	55346.46	0.15	432.12	0.00	14.74	14.74	1159.74
1996 06 28 12	55305.21	0.21	508.73	0.00	15.61	15.61	1132.81
1996 06 29 12	55296.64	0.32	331.11	0.00	15.72	15.72	1149.53
1996 06 30 12	55296.00	5.68	140.99	0.00	13.36	13.36	1312.60
1996 07 01 12	55296.00	1.32	461.47	0.00	17.44	17.44	1774.75
1996 07 02 12	55296.00	0.00	451.38	0.00	20.48	20.48	1807.29
1996 07 03 12	55262.89	4.37	371.55	0.00	17.73	17.73	1716.13
1996 07 04 12	55138.55	75.98	261.82	0.00	15.80	15.80	1643.56
1996 07 05 12	54959.61	2.23	333.86	0.00	16.01	16.01	1546.96
1996 07 06 12	54950.40	2.19	274.24	0.00	16.75	16.75	1522.95
1996 07 07 12	54950.40	0.01	393.26	0.00	14.71	14.71	1293.76
1996 07 08 12	54945.32	4.59	384.00	0.00	18.52	18.52	1803.68
1996 07 09 12	54792.95	2.58	411.99	0.00	19.86	19.86	1883.23
1996 07 10 12	54614.01	13.44	396.90	0.00	17.68	17.68	1533.20
1996 07 11 12	54604.80	0.31	444.65	0.00	16.01	16.01	1301.58
1996 07 12 12	54604.80	0.67	382.54	0.00	17.30	17.30	1438.68
1996 07 13 12	54447.35	29.57	179.24	0.00	16.75	16.75	1688.30
1996 07 14 12	54259.84	58.15	381.57	0.00	19.69	19.69	1971.56
1996 07 15 12	54259.20	7.14	338.77	0.00	19.63	19.63	2002.35
1996 07 16 12	54226.09	23.22	367.22	0.00	19.83	19.83	1921.74
1996 07 17 12	53922.81	0.28	381.00	0.00	19.00	19.00	1625.59
1996 07 18 12	53913.60	0.25	436.72	0.00	19.06	19.06	1691.18
1996 07 19 12	53908.52	1.92	275.07	0.00	19.13	19.13	1795.65
1996 07 20 12	53618.46	18.66	160.35	0.00	13.42	13.42	1388.06
1996 07 21 12	53568.00	0.73	197.88	0.00	12.64	12.64	1216.80
1996 07 22 12	53562.92	0.00	390.11	0.00	16.22	16.22	1344.67
1996 07 23 12	53231.61	0.00	405.47	0.00	18.63	18.63	1625.29
1996 07 24 12	53222.40	0.02	477.31	0.00	17.40	17.40	1706.06
1996 07 25 12	53127.10	1.98	313.80	0.00	17.04	17.04	1751.75
1996 07 26 12	52876.80	9.34	272.76	0.00	17.17	17.17	1777.88
1996 07 27 12	52876.80	0.21	341.12	0.00	17.31	17.31	1623.50
1996 07 28 12	52581.66	0.12	401.09	0.00	17.47	17.47	1479.01
1996 07 29 12	52531.20	0.01	471.79	0.00	18.41	18.41	1459.77
1996 07 30 12	52498.09	0.00	423.24	0.00	17.10	17.10	1548.58
1996 07 31 12	52185.60	2.19	310.74	0.00	15.61	15.61	1520.21
1996 08 01 12	52185.60	0.67	223.00	0.00	14.58	14.58	1509.74
1996 08 02 12	51840.64	1.17	305.62	0.00	16.07	16.07	1591.07
1996 08 03 12	51840.00	0.86	404.48	0.00	18.86	18.86	1734.28
1996 08 04 12	51611.66	0.95	460.25	0.00	19.85	19.85	1772.23
1996 08 05 12	51494.40	0.19	448.21	0.00	21.79	21.79	1870.90
1996 08 06 12	51399.10	0.00	488.88	0.00	22.72	22.72	1924.75
1996 08 07 12	51148.80	0.01	482.68	0.00	22.23	22.23	1966.16
1996 08 08 12	51115.69	5.63	367.82	0.00	21.58	21.58	2175.03
1996 08 09 12	50803.20	5.52	288.89	0.00	20.54	20.54	2065.63
1996 08 10 12	50798.12	2.93	358.03	0.00	19.39	19.39	1740.53
1996 08 11 12	50457.60	0.00	454.60	0.00	14.83	14.83	1174.47
1996 08 12 12	50457.60	0.00	423.77	0.00	14.63	14.63	1127.47
1996 08 13 12	50112.00	0.00	407.46	0.00	16.06	16.06	1505.06
1996 08 14 12	50112.00	0.00	489.50	0.00	17.89	17.89	1517.30
1996 08 15 12	49766.40	0.00	474.06	0.00	15.96	15.96	1217.84
1996 08 16 12	49766.40	0.05	346.04	0.00	16.86	16.86	1601.18
1996 08 17 12	49420.80	0.50	354.11	0.00	18.17	18.17	1706.20
1996 08 18 12	49420.80	0.19	395.81	0.00	19.27	19.27	1639.48
1996 08 19 12	49075.20	0.09	445.66	0.00	15.87	15.87	1283.19
1996 08 20 12	49075.20	0.00	486.54	0.00	16.45	16.45	1273.37
1996 08 21 12	48729.60	0.73	269.83	0.00	19.26	19.26	1868.92
1996 08 22 12	48729.60	2.76	467.22	0.00	20.08	20.08	1776.64
1996 08 23 12	48384.00	0.37	343.86	0.00	20.21	20.21	1845.22
1996 08 24 12	48378.92	0.08	363.41	0.00	19.87	19.87	1767.72
1996 08 25 12	48038.40	0.01	465.81	0.00	17.76	17.76	1448.84
1996 08 26 12	47880.95	0.28	455.04	0.00	18.65	18.65	1564.89
1996 08 27 12	47692.80	1.73	277.98	0.00	16.07	16.07	1477.40
1996 08 28 12	47397.66	0.11	458.18	0.00	17.00	17.00	1523.76
1996 08 29 12	47347.20	0.08	422.70	0.00	18.51	18.51	1639.49
1996 08 30 12	47001.60	0.00	475.75	0.00	13.54	13.54	1047.13
1996 08 31 12	47001.60	0.04	418.21	0.00	16.51	16.51	1318.58
1996 09 01 12	46656.00	0.01	451.82	0.00	19.86	19.86	1585.48
1996 09 02 12	46656.00	2.57	151.63	0.00	17.62	17.62	1560.48
1996 09 03 12	46310.40	0.14	298.46	0.00	16.67	16.67	1544.83
1996 09 04 12	46310.40	0.00	443.63	0.00	18.23	18.23	1481.66
1996 09 05 12	45964.80	0.15	439.30	0.00	20.82	20.82	1864.24
1996 09 06 12	45931.69	0.00	436.56	0.00	20.84	20.84	1715.33
1996 09 07 12	45619.20	0.00	445.37	0.00	15.44	15.44	1181.29
1996 09 08 12	45273.60	0.05	154.80	0.00	11.42	11.42	1132.74
1996 09 09 12	45273.60	15.81	89.30	0.00	13.19	13.19	1413.57
1996 09 10 12	44928.00	1.90	185.34	0.00	16.80	16.80	1728.07
1996 09 11 12	44928.00	0.03	413.10	0.00	16.40	16.40	1468.84
1996 09 12 12	44582.40	0.12	252.79	0.00	15.47	15.47	1436.89
1996 09 13 12	44582.40	5.86	121.98	0.00	11.57	11.57	1278.31
1996 09 14 12	44236.80	48.21	130.53	0.00	9.96	9.96	1140.81
1996 09 15 12	44236.80	18.07	247.60	0.00	12.03	12.03	1273.97
1996 09 16 12	43891.20	6.75	213.85	0.00	10.63	10.63	1127.81
1996 09 17 12	43545.60	0.01	389.60	0.00	12.33	12.33	1150.11
1996 09 18 12	43545.60	0.67	156.11	0.00	11.17	11.17	1136.36
1996 09 19 12	43200.00	0.01	414.45	0.00	12.61	12.61	1086.82
1996 09 20 12	43200.00	0.00	356.85	0.00	12.88	12.88	1048.41
1996 09 21 12	42854.40	0.08	242.19	0.00	14.34	14.34	1192.06
1996 09 22 12	42854.40	0.25	295.12	0.00	13.17	13.17	1097.86
1996 09 23 12	42508.80	0.07	366.13	0.00	9.47	9.47	895.32
1996 09 24 12	42168.28	0.12	337.60	0.00	8.76	8.76	815.39
1996 09 25 12	42163.20	4.70	215.83	0.00	8.24	8.24	914.66
1996 09 26 12	41817.60	1.18	244.38	0.00	8.34	8.34	802.75
1996 09 27 12	41817.60	0.00	366.78	0.00	9.42	9.42	759.18
1996 09 28 12	41472.00	2.08	131.58	0.00	11.69	11.69	1217.22
1996 09 29 12	41472.00	13.97	331.06	0.00	15.32	15.32	1405.70
1996 09 30 12	41126.40	1.11	371.49	0.00	11.02	11.02	890.76
1996 10 01 12	41126.40	0.00	281.66	0.00	9.57	9.57	825.32
1996 10 02 12	40780.80	0.00	376.70	0.00	13.13	13.13	1110.31
1996 10 03 12	40468.31	3.50	293.86	0.00	9.70	9.70	1016.10
1996 10 04 12	40435.20	0.00	288.37	0.00	2.68	2.68	477.13
1996 10 05 12	40089.60	0.00	343.32	0.00	2.51	2.51	473.99
1996 10 06 12	40089.60	0.01	378.89	0.00	4.03	4.03	575.55
1996 10 07 12	39744.00	0.03	308.71	0.00	7.24	7.24	778.80
1996 10 08 12	39744.00	0.26	352.50	0.00	10.90	10.90	992.58
1996 10 09 12	39398.40	19.68	105.27	0.00	8.34	8.34	1018.37
1996 10 10 12	39398.40	10.02	99.25	0.00	8.53	8.53	999.81
1996 10 11 12	39052.80	1.56	357.74	0.00	5.91	5.91	718.87
1996 10 12 12	39002.34	0.18	338.45	0.00	3.09	3.09	520.61
1996 10 13 12	38707.20	0.05	172.19	0.00	6.55	6.55	731.80
1996 10 14 12	38519.05	1.83	263.88	0.00	8.91	8.91	897.51
1996 10 15 12	38361.60	0.00	363.04	0.00	-0.76	-0.76	346.37
1996 10 16 12	38049.11	0.00	244.14	0.00	2.74	2.74	470.95
1996 10 17 12	38016.00	0.00	344.22	0.00	5.24	5.24	619.41
1996 10 18 12	37670.40	0.00	345.27	0.00	2.53	2.53	465.47
1996 10 19 12	37670.40	0.00	331.55	0.00	3.78	3.78	635.32
1996 10 20 12	37324.80	0.34	210.89	0.00	4.65	4.65	682.99
1996 10 21 12	37324.80	4.60	80.55	0.00	5.30	5.30	785.87
1996 10 22 12	36979.20	31.93	112.46	0.00	6.86	6.86	910.42
1996 10 23 12	36979.20	2.78	263.96	0.00	7.53	7.53	889.09
1996 10 24 12	36633.60	2.70	217.35	0.00	8.91	8.91	986.73
1996 10 25 12	36633.60	0.62	178.75	0.00	8.15	8.15	827.93
1996 10 26 12	36288.00	0.00	314.46	0.00	6.34	6.34	672.99
1996 10 27 12	36288.00	0.23	292.42	0.00	5.77	5.77	660.39
1996 10 28 12	35942.40	1.66	193.52	0.00	7.60	7.60	882.40
1996 10 29 12	35942.40	3.84	169.18	0.00	3.22	3.22	543.89
1996 10 30 12	35601.88	3.47	114.10	0.00	0.28	0.28	488.11
1996 10 31 12	35596.80	6.56	209.06	0.00	4.70	4.70	710.99
1996 11 01 12	35284.31	0.55	172.75	0.00	1.39	1.39	410.55
1996 11 02 12	35251.20	0.31	106.29	0.00	1.05	1.05	478.76
1996 11 03 12	35063.05	0.18	230.42	0.00	-1.55	-1.55	343.32
1996 11 04 12	34905.60	0.99	178.22	0.00	-0.63	-0.63	411.61
1996 11 05 12	34788.34	0.42	254.73	0.00	2.71	2.71	530.04
1996 11 06 12	34560.00	0.50	187.15	0.00	3.20	3.20	586.44
1996 11 07 12	34559.36	1.53	141.24	0.00	5.08	5.08	764.95
1996 11 08 12	34214.40	5.46	89.40	0.00	11.13	11.13	1235.30
1996 11 09 12	34214.40	17.22	95.68	0.00	12.41	12.41	1344.07
1996 11 10 12	33901.91	3.94	234.94	0.00	7.17	7.17	885.00
1996 11 11 12	33868.80	1.61	222.69	0.00	3.11	3.11	576.09
1996 11 12 12	33818.34	0.19	152.15	0.00	-0.82	-0.82	390.58
1996 11 13 12	33523.20	0.13	157.35	0.00	-3.79	-3.79	290.16
1996 11 14 12	33523.20	0.02	221.66	0.00	-6.15	-6.15	210.42
1996 11 15 12	33272.90	0.00	261.88	0.00	-7.02	-7.02	200.93
1996 11 16 12	33177.60	0.00	303.94	0.00	-5.74	-5.74	225.04
1996 11 17 12	33168.39	0.37	286.63	0.00	0.78	0.78	248.77
1996 11 18 12	32837.08	0.04	286.02	0.00	2.74	2.74	454.42
1996 11 19 12	32832.00	2.94	133.98	0.00	0.33	0.33	535.89
1996 11 20 12	32781.54	0.11	72.35	0.00	0.30	0.30	575.19
1996 11 21 12	32491.48	0.51	128.21	0.00	-1.25	-1.25	489.75
1996 11 22 12	32486.40	0.01	124.22	0.00	-1.18	-1.18	490.70
1996 11 23 12	32477.19	0.00	212.90	0.00	-1.98	-1.98	424.82
1996 11 24 12	32173.90	0.49	281.46	0.00	-6.33	-6.33	283.04
1996 11 25 12	32140.80	1.16	124.71	0.00	-5.98	-5.98	309.39
1996 11 26 12	32140.16	12.04	97.44	0.00	-2.56	-2.56	459.39
1996 11 27 12	31952.65	4.99	206.27	0.00	-7.30	-7.30	274.21
1996 11 28 12	31795.20	0.01	277.32	0.00	-10.04	-10.04	230.92
1996 11 29 12	31795.20	0.09	244.26	0.00	-8.57	-8.57	271.28
1996 11 30 12	31785.99	0.30	142.92	0.00	-6.43	-6.43	322.19
1996 12 01 12	31607.05	14.18	78.60	0.00	0.01	0.01	564.64
1996 12 02 12	31454.68	59.86	50.12	0.00	4.09	4.09	735.67
1996 12 03 12	31449.60	0.00	190.71	0.00	-0.09	-0.09	447.75
1996 12 04 12	31449.60	0.02	96.34	0.00	-0.22	-0.22	483.77
1996 12 05 12	31440.39	0.00	175.33	0.00	-0.96	-0.96	413.82
1996 12 06 12	31261.45	0.13	188.53	0.00	-3.72	-3.72	380.03
1996 12 07 12	31137.10	0.02	87.77	0.00	-3.97	-3.97	406.68
1996 12 08 12	31104.00	44.04	93.40	0.00	0.08	0.08	583.14
1996 12 09 12	31104.00	0.08	214.75	0.00	-3.29	-3.29	411.38
1996 12 10 12	31104.00	0.00	165.95	0.00	-2.66	-2.66	409.42
1996 12 11 12	31103.35	0.46	145.02	0.00	-2.06	-2.06	434.51
1996 12 12 12	31094.79	0.01	95.59	0.00	-0.95	-0.95	513.39
1996 12 13 12	31053.54	0.29	143.60	0.00	-1.51	-1.51	463.27
1996 12 14 12	30986.74	3.37	133.39	0.00	-0.86	-0.86	529.87
1996 12 15 12	30915.85	1.00	97.59	0.00	-0.17	-0.17	552.59
1996 12 16 12	30853.70	0.12	165.62	0.00	-0.71	-0.71	529.81
1996 12 17 12	30791.50	7.21	101.11	0.00	0.92	0.92	612.60
1996 12 18 12	30791.50	0.62	162.76	0.00	4.21	4.21	747.93
1996 12 19 12	30791.50	10.22	71.82	0.00	2.51	2.51	655.62
1996 12 20 12	30791.50	5.93	172.95	0.00	-2.96	-2.96	426.83
1996 12 21 12	30791.50	0.22	233.44	0.00	-9.25	-9.25	231.60
1996 12 22 12	30791.50	0.00	132.92	0.00	-5.30	-5.30	344.43
1996 12 23 12	30853.70	0.14	97.88	0.00	-1.80	-1.80	475.92
1996 12 24 12	30853.70	11.99	95.48	0.00	0.63	0.63	593.74
1996 12 25 12	30915.85	7.57	189.88	0.00	-1.49	-1.49	450.23
1996 12 26 12	30986.74	0.02	192.60	0.00	-9.21	-9.21	207.71
1996 12 27 12	31053.54	0.73	191.64	0.00	-4.09	-4.09	375.00
1996 12 28 12	31094.79	0.25	87.40	0.00	-3.28	-3.28	414.87
1996 12 29 12	31104.00	1.25	151.34	0.00	1.95	1.95	646.44
1996 12 30 12	31104.00	2.44	220.26	0.00	-4.61	-4.61	378.88
1996 12 31 12	31104.00	0.07	186.62	0.00	-19.21	-19.21	90.47
1997 01 01 12	31104.00	0.08	232.28	0.00	-19.59	-19.59	95.36
1997 01 02 12	31109.08	0.03	85.02	0.00	-9.93	-9.93	242.52
1997 01 03 12	31199.30	6.97	88.12	0.00	-6.58	-6.58	338.24
1997 01 04 12	31332.34	0.01	217.43	0.00	-5.24	-5.24	371.30
1997 01 05 12	31448.96	6.51	77.39	0.00	-2.77	-2.77	467.18
1997 01 06 12	31449.60	6.34	74.64	0.00	-0.46	-0.46	526.37
1997 01 07 12	31449.60	0.13	120.34	0.00	-8.69	-8.69	235.69
1997 01 08 12	31544.90	0.13	165.74	0.00	-14.61	-14.61	151.04
1997 01 09 12	31744.74	0.00	246.77	0.00	-10.91	-10.91	229.12
1997 01 10 12	31795.20	22.56	64.82	0.00	-5.44	-5.44	386.50
1997 01 11 12	31795.20	0.11	134.34	0.00	-4.71	-4.71	346.77
1997 01 12 12	31828.31	0.01	177.02	0.00	-10.26	-10.26	214.54
1997 01 13 12	32090.34	0.03	187.89	0.00	-9.01	-9.01	262.22
1997 01 14 12	32140.80	0.00	157.01	0.00	-8.13	-8.13	273.18
1997 01 15 12	32140.80	1.18	229.97	0.00	-8.27	-8.27	284.09
1997 01 16 12	32298.25	15.84	116.86	0.00	-3.46	-3.46	447.48
1997 01 17 12	32486.40	0.25	221.60	0.00	-13.85	-13.85	192.03
1997 01 18 12	32486.40	0.06	166.39	0.00	-18.30	-18.30	105.23
1997 01 19 12	32643.85	0.02	246.32	0.00	-21.68	-21.68	80.48
1997 01 20 12	32832.00	0.11	78.91	0.00	-11.75	-11.75	213.01
1997 01 21 12	32832.00	0.04	281.18	0.00	-9.70	-9.70	234.47
1997 01 22 12	32989.45	0.50	123.60	0.00	-6.19	-6.19	324.03
1997 01 23 12	33177.60	0.27	198.26	0.00	-0.91	-0.91	509.44
1997 01 24 12	33177.60	7.68	290.18	0.00	-17.43	-17.43	118.81
1997 01 25 12	33472.74	12.68	103.89	0.00	-3.11	-3.11	491.53
1997 01 26 12	33523.20	0.76	264.35	0.00	-7.00	-7.00	314.27
1997 01 27 12	33556.31	7.08	296.25	0.00	-17.44	-17.44	114.90
1997 01 28 12	33868.80	13.53	178.19	0.00	-6.98	-6.98	333.58
1997 01 29 12	33868.80	5.37	222.65	0.00	-14.03	-14.03	139.49
1997 01 30 12	34163.94	1.46	286.57	0.00	-19.88	-19.88	90.25
1997 01 31 12	34214.40	4.71	117.23	0.00	-11.44	-11.44	232.60
1997 02 01 12	34309.70	5.41	160.56	0.00	-3.54	-3.54	436.47
1997 02 02 12	34560.00	0.74	282.33	0.00	-3.03	-3.03	420.71
1997 02 03 12	34565.08	0.30	142.51	0.00	-3.33	-3.33	402.34
1997 02 04 12	34905.60	9.21	326.38	0.00	-8.01	-8.01	279.12
1997 02 05 12	34905.60	10.98	129.26	0.00	-3.89	-3.89	428.28
1997 02 06 12	35250.56	0.56	325.02	0.00	-3.54	-3.54	406.98
1997 02 07 12	35251.20	0.00	231.44	0.00	-8.07	-8.07	269.71
1997 02 08 12	35587.59	0.01	350.37	0.00	-13.87	-13.87	165.86
1997 02 09 12	35596.80	0.06	344.05	0.00	-14.00	-14.00	149.92
1997 02 10 12	35891.94	0.00	283.20	0.00	-7.11	-7.11	277.80
1997 02 11 12	35942.40	0.15	344.40	0.00	-9.50	-9.50	243.79
1997 02 12 12	36170.73	0.10	192.29	0.00	-6.91	-6.91	310.23
1997 02 13 12	36288.00	0.73	328.56	0.00	-9.46	-9.46	244.58
1997 02 14 12	36516.34	8.25	162.69	0.00	-10.81	-10.81	235.40
1997 02 15 12	36633.60	16.48	228.70	0.00	-3.36	-3.36	425.73
1997 02 16 12	36861.94	0.08	341.35	0.00	-10.56	-10.56	204.70
1997 02 17 12	36979.20	0.03	381.00	0.00	-16.04	-16.04	133.87
1997 02 18 12	37274.34	0.30	253.39	0.00	-6.68	-6.68	317.95
1997 02 19 12	37324.80	1.80	218.57	0.00	1.58	1.58	525.35
1997 02 20 12	37661.19	0.00	365.09	0.00	-1.91	-1.91	441.20
1997 02 21 12	37670.40	3.66	130.07	0.00	-2.42	-2.42	458.89
1997 02 22 12	38015.36	2.70	216.51	0.00	3.50	3.50	719.16
1997 02 23 12	38016.00	1.01	372.24	0.00	-6.57	-6.57	260.70
1997 02 24 12	38361.60	0.44	165.73	0.00	-7.97	-7.97	237.14
1997 02 25 12	38361.60	0.00	332.31	0.00	-13.93	-13.93	137.94
1997 02 26 12	38707.20	0.05	333.73	0.00	-7.81	-7.81	278.98
1997 02 27 12	38707.20	7.22	121.68	0.00	-0.12	-0.12	525.75
1997 02 28 12	39052.80	1.57	187.09	0.00	-1.21	-1.21	505.00
1997 03 01 12	39052.80	2.05	303.84	0.00	-2.58	-2.58	459.72
1997 03 02 12	39398.40	2.54	162.77	0.00	1.85	1.85	650.57
1997 03 03 12	39431.50	0.02	427.97	0.00	-4.31	-4.31	296.36
1997 03 04 12	39744.00	2.70	165.15	0.00	-7.06	-7.06	284.45
1997 03 05 12	40039.14	0.61	270.90	0.00	-2.94	-2.94	437.60
1997 03 06 12	40089.60	29.49	149.85	0.00	-1.48	-1.48	504.02
1997 03 07 12	40435.20	1.48	356.34	0.00	-9.10	-9.10	222.63
1997 03 08 12	40435.20	0.35	339.80	0.00	-8.93	-8.93	228.71
1997 03 09 12	40780.80	1.69	488.99	0.00	-11.99	-11.99	180.68
1997 03 10 12	40780.80	4.50	193.72	0.00	-7.09	-7.09	327.87
1997 03 11 12	41126.40	0.15	233.99	0.00	-2.01	-2.01	443.41
1997 03 12 12	41126.40	0.38	316.11	0.00	-6.41	-6.41	283.35
1997 03 13 12	41472.00	1.34	425.86	0.00	-14.16	-14.16	143.72
1997 03 14 12	41808.39	9.20	320.93	0.00	-12.21	-12.21	195.90
1997 03 15 12	41817.60	10.56	346.95	0.00	-4.08	-4.08	389.80
1997 03 16 12	42163.20	0.05	306.02	0.00	-11.16	-11.16	169.47
1997 03 17 12	42163.20	0.61	320.72	0.00	-10.53	-10.53	213.91
1997 03 18 12	42508.80	0.71	406.79	0.00	-6.00	-6.00	289.76
1997 03 19 12	42508.80	0.03	473.86	0.00	-9.31	-9.31	215.11
1997 03 20 12	42854.40	0.18	400.24	0.00	-4.79	-4.79	312.06
1997 03 21 12	42854.40	0.06	394.59	0.00	-3.21	-3.21	369.43
1997 03 22 12	43200.00	5.42	235.49	0.00	-3.90	-3.90	378.26
1997 03 23 12	43545.60	0.16	376.63	0.00	-9.51	-9.51	207.32
1997 03 24 12	43545.60	0.04	481.76	0.00	-10.43	-10.43	206.73
1997 03 25 12	43891.20	13.31	494.72	0.00	-6.84	-6.84	272.29
1997 03 26 12	43891.20	3.50	311.20	0.00	-0.25	-0.25	524.60
1997 03 27 12	44236.80	0.24	229.31	0.00	-1.63	-1.63	435.32
1997 03 28 12	44236.80	0.67	357.83	0.00	1.36	1.36	528.33
1997 03 29 12	44582.40	0.04	291.58	0.00	2.53	2.53	614.51
1997 03 30 12	44591.61	5.44	304.95	0.00	4.21	4.21	707.46
1997 03 31 12	44928.00	4.11	226.25	0.00	-0.55	-0.55	518.51
1997 04 01 12	45273.60	4.46	389.68	0.00	-4.13	-4.13	379.34
1997 04 02 12	45273.60	0.02	534.41	0.00	-4.22	-4.22	315.77
1997 04 03 12	45619.20	0.00	514.34	0.00	-2.23	-2.23	342.67
1997 04 04 12	45619.20	0.00	289.06	0.00	3.36	3.36	461.14
1997 04 05 12	45964.80	0.00	478.34	0.00	2.32	2.32	502.56
1997 04 06 12	45964.80	5.10	134.69	0.00	4.21	4.21	668.99
1997 04 07 12	46310.40	0.20	458.52	0.00	8.87	8.87	881.67
1997 04 08 12	46319.61	0.00	239.21	0.00	0.21	0.21	320.83
1997 04 09 12	46656.00	0.00	218.27	0.00	-8.45	-8.45	209.74
1997 04 10 12	46968.50	0.01	552.50	0.00	-6.31	-6.31	251.24
1997 04 11 12	47001.60	0.10	437.06	0.00	-3.49	-3.49	284.17
1997 04 12 12	47347.20	0.04	484.40	0.00	-0.33	-0.33	330.79
1997 04 13 12	47347.20	11.31	208.03	0.00	0.36	0.36	543.05
1997 04 14 12	47692.80	0.39	271.13	0.00	-0.43	-0.43	496.20
1997 04 15 12	47692.80	0.00	562.64	0.00	-2.11	-2.11	332.31
1997 04 16 12	48038.40	0.00	456.09	0.00	3.23	3.23	440.15
1997 04 17 12	48038.40	0.00	193.23	0.00	6.60	6.60	589.84
1997 04 18 12	48384.00	28.99	205.75	0.00	4.59	4.59	752.73
1997 04 19 12	48384.64	12.90	384.28	0.00	0.89	0.89	562.99
1997 04 20 12	48729.60	0.06	372.46	0.00	2.33	2.33	530.91
1997 04 21 12	48738.81	0.00	303.33	0.00	5.79	5.79	639.19
1997 04 22 12	49075.20	0.00	285.97	0.00	7.54	7.54	654.11
1997 04 23 12	49125.66	0.01	319.46	0.00	6.26	6.26	638.38
1997 04 24 12	49420.80	0.00	209.48	0.00	4.44	4.44	680.68
1997 04 25 12	49538.06	0.00	310.44	0.00	4.20	4.20	556.61
1997 04 26 12	49766.40	0.02	362.18	0.00	5.22	5.22	541.02
1997 04 27 12	49883.66	0.00	568.47	0.00	4.79	4.79	452.96
1997 04 28 12	50112.00	21.35	176.11	0.00	4.34	4.34	648.91
1997 04 29 12	50229.27	7.43	534.15	0.00	3.19	3.19	610.19
1997 04 30 12	50457.60	0.00	390.79	0.00	7.69	7.69	758.95
1997 05 01 12	50508.06	2.41	337.05	0.00	10.79	10.79	994.20
1997 05 02 12	50803.20	1.79	244.42	0.00	7.94	7.94	901.38
1997 05 03 12	50812.41	1.80	213.98	0.00	2.95	2.95	487.08
1997 05 04 12	51148.80	5.43	219.14	0.00	6.08	6.08	811.34
1997 05 05 12	51149.44	1.17	413.40	0.00	4.39	4.39	484.63
1997 05 06 12	51494.40	3.31	203.55	0.00	5.83	5.83	732.95
1997 05 07 12	51494.40	13.65	187.99	0.00	4.37	4.37	718.84
1997 05 08 12	51834.92	1.69	294.94	0.00	2.60	2.60	545.07
1997 05 09 12	51840.00	3.95	262.80	0.00	4.86	4.86	616.11
1997 05 10 12	52028.15	0.24	256.08	0.00	5.49	5.49	754.19
1997 05 11 12	52185.60	1.16	219.18	0.00	6.50	6.50	684.48
1997 05 12 12	52236.06	1.55	270.91	0.00	7.65	7.65	757.70
1997 05 13 12	52531.20	0.40	256.35	0.00	11.19	11.19	989.82
1997 05 14 12	52531.20	8.28	320.90	0.00	9.69	9.69	923.92
1997 05 15 12	52843.69	4.39	340.10	0.00	10.24	10.24	878.12
1997 05 16 12	52876.80	19.30	278.12	0.00	8.95	8.95	1003.53
1997 05 17 12	52927.26	0.00	303.12	0.00	6.19	6.19	702.22
1997 05 18 12	53222.40	0.11	335.11	0.00	7.30	7.30	729.70
1997 05 19 12	53222.40	3.29	158.36	0.00	7.84	7.84	781.91
1997 05 20 12	53410.55	0.72	347.19	0.00	9.77	9.77	1031.91
1997 05 21 12	53568.00	0.00	279.59	0.00	7.10	7.10	713.89
