  44.82
 133.00
 587675987
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1998 09 13 12	44582.40	0.06	389.87	0.00	15.26	15.26	1386.25
1998 09 14 12	44582.40	0.02	434.93	0.00	15.79	15.79	1276.07
1998 09 15 12	44236.80	1.54	245.19	0.00	15.19	15.19	1581.84
1998 09 16 12	44090.15	0.00	434.96	0.00	17.61	17.61	1515.87
1998 09 17 12	43891.20	0.15	212.93	0.00	11.50	11.50	944.49
1998 09 18 12	43545.60	0.00	438.08	0.00	10.69	10.69	862.79
1998 09 19 12	43545.60	0.10	392.96	0.00	13.63	13.63	1257.01
1998 09 20 12	43200.00	0.11	361.46	0.00	15.99	15.99	1480.91
1998 09 21 12	43200.00	0.11	329.30	0.00	16.84	16.84	1687.34
1998 09 22 12	42854.40	2.15	231.75	0.00	18.03	18.03	1824.84
1998 09 23 12	42854.40	3.49	368.02	0.00	11.74	11.74	1011.71
1998 09 24 12	42508.80	0.00	418.77	0.00	8.48	8.48	718.90
1998 09 25 12	42361.27	0.00	256.89	0.00	12.31	12.31	1044.49
1998 09 26 12	42163.20	0.00	303.15	0.00	15.22	15.22	1396.88
1998 09 27 12	41817.60	7.05	215.44	0.00	15.25	15.25	1631.56
1998 09 28 12	41817.60	7.59	310.63	0.00	17.64	17.64	1564.37
1998 09 29 12	41472.00	0.00	400.43	0.00	11.50	11.50	924.82
1998 09 30 12	41472.00	0.00	185.18	0.00	12.06	12.06	1138.16
1998 10 01 12	41126.40	23.69	202.49	0.00	14.83	14.83	1474.58
1998 10 02 12	41126.40	0.29	295.97	0.00	8.05	8.05	660.92
1998 10 03 12	40780.80	0.05	313.64	0.00	8.23	8.23	702.49
1998 10 04 12	40665.19	0.00	333.11	0.00	8.18	8.18	685.40
1998 10 05 12	40435.20	0.00	232.39	0.00	7.48	7.48	694.23
1998 10 06 12	40089.60	0.00	377.18	0.00	5.70	5.70	565.10
1998 10 07 12	40089.60	0.00	359.58	0.00	6.20	6.20	623.95
1998 10 08 12	39744.00	6.73	87.57	0.00	9.21	9.21	1084.46
1998 10 09 12	39744.00	5.46	82.03	0.00	11.76	11.76	1274.63
1998 10 10 12	39398.40	4.24	129.59	0.00	11.80	11.80	1281.79
1998 10 11 12	39398.40	32.86	109.02	0.00	12.78	12.78	1377.18
1998 10 12 12	39052.80	0.00	345.94	0.00	11.18	11.18	1042.74
1998 10 13 12	39052.80	0.00	358.80	0.00	8.20	8.20	851.24
1998 10 14 12	38707.20	0.00	290.12	0.00	7.58	7.58	878.74
1998 10 15 12	38684.81	38.96	120.41	0.00	9.22	9.22	1091.66
1998 10 16 12	38361.60	6.71	140.45	0.00	8.15	8.15	909.55
1998 10 17 12	38245.99	0.00	279.96	0.00	8.22	8.22	838.37
1998 10 18 12	38016.00	0.00	272.94	0.00	11.20	11.20	1089.34
1998 10 19 12	37817.05	0.51	295.05	0.00	14.15	14.15	1228.36
1998 10 20 12	37670.40	0.13	230.85	0.00	8.62	8.62	757.97
1998 10 21 12	37406.74	0.00	196.78	0.00	6.52	6.52	627.06
1998 10 22 12	37324.80	0.05	159.26	0.00	5.41	5.41	629.07
1998 10 23 12	37061.14	0.09	273.71	0.00	6.13	6.13	602.32
1998 10 24 12	36979.20	0.00	296.31	0.00	10.72	10.72	901.82
1998 10 25 12	36715.54	0.00	289.50	0.00	9.29	9.29	838.44
1998 10 26 12	36633.60	0.00	332.07	0.00	2.85	2.85	447.19
1998 10 27 12	36369.94	0.00	329.61	0.00	3.67	3.67	525.98
1998 10 28 12	36288.00	2.86	265.12	0.00	6.21	6.21	844.53
1998 10 29 12	36089.05	10.48	291.42	0.00	8.75	8.75	915.23
1998 10 30 12	35942.40	17.52	95.81	0.00	5.55	5.55	780.92
1998 10 31 12	35794.87	0.06	170.21	0.00	7.87	7.87	887.33
1998 11 01 12	35596.80	0.65	219.60	0.00	5.96	5.96	728.19
1998 11 02 12	35481.19	0.87	116.91	0.00	5.44	5.44	706.01
1998 11 03 12	35251.20	0.48	118.85	0.00	3.81	3.81	584.47
1998 11 04 12	35228.81	0.00	130.16	0.00	2.58	2.58	546.57
1998 11 05 12	34905.60	0.00	319.10	0.00	3.02	3.02	538.81
1998 11 06 12	34905.60	0.00	169.26	0.00	3.66	3.66	606.27
1998 11 07 12	34560.00	0.02	157.68	0.00	5.66	5.66	692.21
1998 11 08 12	34560.00	0.01	325.92	0.00	4.71	4.71	603.54
1998 11 09 12	34296.34	0.00	301.68	0.00	2.83	2.83	520.70
1998 11 10 12	34214.40	0.00	237.50	0.00	3.20	3.20	483.90
1998 11 11 12	34098.79	21.97	105.82	0.00	5.36	5.36	832.05
1998 11 12 12	33868.80	0.45	226.33	0.00	5.63	5.63	678.27
1998 11 13 12	33868.80	0.10	228.88	0.00	2.45	2.45	453.82
1998 11 14 12	33605.14	0.00	297.58	0.00	0.39	0.39	373.86
1998 11 15 12	33523.20	15.34	118.57	0.00	4.89	4.89	783.55
1998 11 16 12	33444.49	0.00	282.49	0.00	1.33	1.33	420.48
1998 11 17 12	33177.60	0.00	149.30	0.00	-0.77	-0.77	326.09
1998 11 18 12	33177.60	0.00	297.03	0.00	-1.74	-1.74	370.52
1998 11 19 12	33030.07	1.48	213.95	0.00	-2.38	-2.38	358.35
1998 11 20 12	32832.00	8.30	191.40	0.00	3.34	3.34	707.61
1998 11 21 12	32832.00	3.04	85.24	0.00	3.90	3.90	725.85
1998 11 22 12	32684.47	0.10	292.32	0.00	0.83	0.83	494.29
1998 11 23 12	32486.40	0.00	181.58	0.00	3.28	3.28	600.55
1998 11 24 12	32486.40	0.00	264.12	0.00	5.84	5.84	655.00
1998 11 25 12	32370.79	3.59	281.72	0.00	1.58	1.58	467.16
1998 11 26 12	32150.68	18.76	174.33	0.00	1.33	1.33	576.10
1998 11 27 12	32140.80	5.25	79.43	0.00	4.77	4.77	773.20
1998 11 28 12	32118.40	0.00	146.17	0.00	1.21	1.21	490.23
1998 11 29 12	31941.85	0.00	268.50	0.00	1.20	1.20	448.94
1998 11 30 12	31795.20	1.51	77.40	0.00	1.63	1.63	544.57
1998 12 01 12	31795.20	0.36	100.92	0.00	6.15	6.15	840.41
1998 12 02 12	31772.80	0.00	108.97	0.00	2.47	2.47	549.00
1998 12 03 12	31647.67	0.57	230.26	0.00	3.30	3.30	604.19
1998 12 04 12	31459.48	0.88	194.92	0.00	5.96	5.96	716.16
1998 12 05 12	31449.60	0.00	248.91	0.00	0.58	0.58	415.37
1998 12 06 12	31449.60	3.93	52.78	0.00	1.63	1.63	574.10
1998 12 07 12	31427.20	0.00	177.39	0.00	7.12	7.12	919.34
1998 12 08 12	31333.99	0.77	169.72	0.00	-0.35	-0.35	353.57
1998 12 09 12	31250.65	0.12	217.74	0.00	-0.20	-0.20	473.07
1998 12 10 12	31113.88	0.01	225.51	0.00	0.07	0.07	435.70
1998 12 11 12	31104.00	0.22	126.19	0.00	-0.21	-0.21	502.74
1998 12 12 12	31104.00	0.00	236.97	0.00	-2.33	-2.33	412.31
1998 12 13 12	31104.00	0.00	241.24	0.00	-0.32	-0.32	496.41
1998 12 14 12	31104.00	0.00	245.58	0.00	-1.49	-1.49	397.12
1998 12 15 12	31104.00	0.00	234.16	0.00	-1.63	-1.63	407.24
1998 12 16 12	31081.60	0.51	140.10	0.00	1.24	1.24	556.29
1998 12 17 12	31025.29	16.24	89.83	0.00	0.88	0.88	575.34
1998 12 18 12	30988.39	3.45	64.42	0.00	-1.29	-1.29	511.30
1998 12 19 12	30988.39	1.34	133.88	0.00	-5.61	-5.61	336.56
1998 12 20 12	30988.39	0.11	208.52	0.00	-0.14	-0.14	519.01
1998 12 21 12	30988.39	0.00	66.07	0.00	-3.17	-3.17	434.92
1998 12 22 12	30988.39	15.41	82.96	0.00	3.63	3.63	724.54
1998 12 23 12	30988.39	0.00	233.84	0.00	-10.84	-10.84	117.09
1998 12 24 12	31025.29	0.00	210.70	0.00	-6.84	-6.84	208.25
1998 12 25 12	31025.29	0.00	205.52	0.00	-4.93	-4.93	191.41
1998 12 26 12	31081.60	0.00	200.91	0.00	-2.17	-2.17	343.23
1998 12 27 12	31104.00	0.00	246.98	0.00	-2.23	-2.23	344.82
1998 12 28 12	31104.00	0.00	182.95	0.00	0.47	0.47	464.99
1998 12 29 12	31104.00	0.00	234.07	0.00	-0.43	-0.43	434.17
1998 12 30 12	31104.00	12.80	61.29	0.00	-1.39	-1.39	510.86
1998 12 31 12	31104.00	0.03	242.25	0.00	-16.05	-16.05	134.28
1999 01 01 12	31185.94	0.07	87.79	0.00	-12.53	-12.53	181.14
1999 01 02 12	31302.07	0.02	250.10	0.00	-18.46	-18.46	96.15
1999 01 03 12	31370.89	17.84	117.68	0.00	-10.57	-10.57	262.09
1999 01 04 12	31449.60	3.74	135.92	0.00	-0.23	-0.23	566.61
1999 01 05 12	31449.60	0.08	248.48	0.00	-8.83	-8.83	238.21
1999 01 06 12	31449.60	0.00	252.10	0.00	-12.01	-12.01	205.17
1999 01 07 12	31596.25	1.76	170.62	0.00	-3.24	-3.24	397.70
1999 01 08 12	31716.49	0.00	257.40	0.00	-12.00	-12.00	182.98
1999 01 09 12	31795.20	21.88	86.37	0.00	-0.32	-0.32	587.18
1999 01 10 12	31795.20	5.82	257.53	0.00	-4.24	-4.24	378.02
1999 01 11 12	31805.08	0.01	91.42	0.00	-7.97	-7.97	271.49
1999 01 12 12	32025.19	5.53	158.48	0.00	-6.37	-6.37	332.78
1999 01 13 12	32140.80	4.31	91.40	0.00	-5.16	-5.16	353.86
1999 01 14 12	32140.80	0.10	255.20	0.00	-19.98	-19.98	95.80
1999 01 15 12	32287.45	26.24	79.59	0.00	-5.53	-5.53	412.78
1999 01 16 12	32464.00	4.84	259.01	0.00	-1.36	-1.36	496.80
1999 01 17 12	32486.40	0.07	239.62	0.00	-0.75	-0.75	501.53
1999 01 18 12	32496.28	0.00	231.30	0.00	-0.52	-0.52	521.82
1999 01 19 12	32809.60	18.25	230.20	0.00	3.38	3.38	691.08
1999 01 20 12	32832.00	0.00	165.03	0.00	0.31	0.31	489.27
1999 01 21 12	32841.88	0.00	182.62	0.00	-3.02	-3.02	383.24
1999 01 22 12	33155.20	0.00	280.77	0.00	-2.94	-2.94	403.35
1999 01 23 12	33177.60	4.12	81.04	0.00	-2.03	-2.03	460.09
1999 01 24 12	33324.25	8.13	88.49	0.00	4.05	4.05	786.43
1999 01 25 12	33523.20	1.10	276.62	0.00	0.03	0.03	525.18
1999 01 26 12	33523.20	0.03	284.37	0.00	-7.10	-7.10	251.71
1999 01 27 12	33753.19	0.00	188.54	0.00	-3.38	-3.38	368.04
1999 01 28 12	33868.80	0.00	112.76	0.00	-10.52	-10.52	196.15
1999 01 29 12	33950.74	0.00	229.62	0.00	-11.88	-11.88	176.58
1999 01 30 12	34214.40	0.00	152.61	0.00	-11.89	-11.89	172.72
1999 01 31 12	34214.40	0.00	285.56	0.00	-13.37	-13.37	163.91
1999 02 01 12	34481.29	0.00	260.57	0.00	-6.73	-6.73	278.95
1999 02 02 12	34560.00	0.91	269.18	0.00	-3.61	-3.61	380.81
1999 02 03 12	34758.07	35.83	121.74	0.00	1.97	1.97	658.97
1999 02 04 12	34905.60	0.00	310.59	0.00	0.10	0.10	519.60
1999 02 05 12	34987.54	0.09	194.19	0.00	1.10	1.10	589.70
1999 02 06 12	35251.20	0.00	307.55	0.00	-4.13	-4.13	359.62
1999 02 07 12	35251.20	0.22	351.49	0.00	-3.48	-3.48	363.62
1999 02 08 12	35596.80	0.00	357.15	0.00	-6.38	-6.38	286.24
1999 02 09 12	35596.80	0.00	280.33	0.00	-5.16	-5.16	311.59
1999 02 10 12	35942.40	0.00	210.88	0.00	-0.31	-0.31	492.64
1999 02 11 12	35942.40	0.00	335.65	0.00	-5.03	-5.03	293.99
1999 02 12 12	36288.00	0.26	175.43	0.00	0.34	0.34	534.52
1999 02 13 12	36288.00	6.44	222.25	0.00	3.15	3.15	683.67
1999 02 14 12	36633.60	0.00	239.45	0.00	-1.75	-1.75	402.75
1999 02 15 12	36633.60	0.00	383.33	0.00	-5.20	-5.20	211.57
1999 02 16 12	36979.20	0.00	362.82	0.00	-2.16	-2.16	236.25
1999 02 17 12	36979.20	0.00	310.41	0.00	-1.68	-1.68	401.22
1999 02 18 12	37324.80	8.81	118.13	0.00	-0.07	-0.07	550.35
1999 02 19 12	37324.80	6.67	293.40	0.00	-0.07	-0.07	522.62
1999 02 20 12	37670.40	0.00	269.83	0.00	-0.85	-0.85	465.97
1999 02 21 12	37670.40	0.00	381.42	0.00	-3.11	-3.11	346.62
1999 02 22 12	38016.00	0.00	421.20	0.00	-11.51	-11.51	167.77
1999 02 23 12	38016.00	0.00	423.00	0.00	-14.06	-14.06	140.83
1999 02 24 12	38361.60	0.00	412.73	0.00	-9.14	-9.14	204.58
1999 02 25 12	38361.60	0.00	316.85	0.00	-4.63	-4.63	314.83
1999 02 26 12	38707.20	13.22	171.27	0.00	-3.12	-3.12	418.71
1999 02 27 12	38707.20	0.01	335.38	0.00	-1.76	-1.76	430.82
1999 02 28 12	39052.80	0.00	424.39	0.00	-2.92	-2.92	394.40
1999 03 01 12	39062.68	48.70	228.69	0.00	2.83	2.83	701.64
1999 03 02 12	39398.40	0.00	325.20	0.00	2.08	2.08	629.31
1999 03 03 12	39628.39	0.00	384.33	0.00	0.24	0.24	478.20
1999 03 04 12	39744.00	12.03	228.62	0.00	3.19	3.19	683.82
1999 03 05 12	40089.60	0.00	403.78	0.00	-1.08	-1.08	406.55
1999 03 06 12	40089.60	0.00	335.79	0.00	-5.98	-5.98	175.78
1999 03 07 12	40435.20	18.53	254.80	0.00	-6.11	-6.11	297.41
1999 03 08 12	40435.20	0.22	246.03	0.00	-10.63	-10.63	157.05
1999 03 09 12	40780.80	0.25	394.49	0.00	-8.20	-8.20	188.83
1999 03 10 12	40780.80	9.88	220.56	0.00	-5.06	-5.06	342.45
1999 03 11 12	41126.40	5.68	136.36	0.00	0.65	0.65	603.11
1999 03 12 12	41126.40	4.06	105.29	0.00	1.32	1.32	613.83
1999 03 13 12	41472.00	1.04	164.43	0.00	0.17	0.17	521.25
1999 03 14 12	41817.60	0.00	458.63	0.00	-0.49	-0.49	465.72
1999 03 15 12	41817.60	17.80	232.49	0.00	-0.19	-0.19	527.64
1999 03 16 12	42163.20	1.28	227.27	0.00	-1.11	-1.11	469.32
1999 03 17 12	42163.20	0.00	475.38	0.00	-0.33	-0.33	446.65
1999 03 18 12	42508.80	6.23	140.54	0.00	1.53	1.53	558.53
1999 03 19 12	42508.80	0.24	202.59	0.00	1.50	1.50	573.89
1999 03 20 12	42854.40	0.00	212.32	0.00	0.59	0.59	460.07
1999 03 21 12	42854.40	0.08	490.48	0.00	0.95	0.95	424.10
1999 03 22 12	43200.00	19.93	164.92	0.00	1.97	1.97	623.07
1999 03 23 12	43545.60	0.00	425.10	0.00	3.04	3.04	558.10
1999 03 24 12	43545.60	1.84	360.89	0.00	3.81	3.81	540.10
1999 03 25 12	43891.20	0.20	378.99	0.00	3.51	3.51	615.72
1999 03 26 12	43891.20	0.00	443.05	0.00	0.42	0.42	391.85
1999 03 27 12	44236.80	0.00	535.19	0.00	2.70	2.70	439.66
1999 03 28 12	44236.80	3.64	497.27	0.00	6.24	6.24	507.48
1999 03 29 12	44582.40	9.50	301.44	0.00	8.07	8.07	900.02
1999 03 30 12	44582.40	0.00	453.29	0.00	4.75	4.75	621.11
1999 03 31 12	44928.00	0.00	513.12	0.00	2.41	2.41	446.57
1999 04 01 12	45273.60	0.02	242.76	0.00	1.23	1.23	405.30
1999 04 02 12	45273.60	0.00	508.69	0.00	2.79	2.79	403.18
1999 04 03 12	45619.20	0.00	241.66	0.00	-0.76	-0.76	355.22
1999 04 04 12	45619.20	6.03	315.98	0.00	0.25	0.25	513.50
1999 04 05 12	45964.80	0.00	524.92	0.00	1.91	1.91	478.26
1999 04 06 12	45964.80	0.03	533.75	0.00	4.30	4.30	466.05
1999 04 07 12	46310.40	3.27	186.64	0.00	4.95	4.95	676.50
1999 04 08 12	46310.40	2.70	263.53	0.00	6.37	6.37	708.79
1999 04 09 12	46656.00	0.00	338.95	0.00	6.85	6.85	740.96
1999 04 10 12	46771.61	0.37	257.33	0.00	5.55	5.55	576.24
1999 04 11 12	47001.60	0.00	436.36	0.00	4.18	4.18	471.49
1999 04 12 12	47337.32	0.00	336.30	0.00	5.50	5.50	524.95
1999 04 13 12	47347.20	0.23	187.34	0.00	3.21	3.21	482.55
1999 04 14 12	47692.80	1.88	108.48	0.00	2.59	2.59	482.18
1999 04 15 12	47692.80	0.66	172.06	0.00	3.13	3.13	573.10
1999 04 16 12	48038.40	0.05	415.62	0.00	5.83	5.83	642.03
1999 04 17 12	48038.40	0.02	304.37	0.00	7.08	7.08	729.01
1999 04 18 12	48384.00	0.03	294.16	0.00	8.08	8.08	783.42
1999 04 19 12	48384.00	0.00	291.07	0.00	7.57	7.57	681.23
1999 04 20 12	48729.60	0.00	275.10	0.00	9.05	9.05	744.89
1999 04 21 12	48729.60	0.00	448.40	0.00	9.80	9.80	694.76
1999 04 22 12	49075.20	0.00	438.42	0.00	10.59	10.59	751.31
1999 04 23 12	49075.20	0.00	542.08	0.00	8.83	8.83	660.34
1999 04 24 12	49420.80	0.00	194.59	0.00	3.09	3.09	434.49
1999 04 25 12	49420.80	0.00	503.22	0.00	4.98	4.98	508.04
1999 04 26 12	49766.40	2.56	295.42	0.00	7.01	7.01	690.92
1999 04 27 12	49766.40	0.11	232.97	0.00	7.77	7.77	798.38
1999 04 28 12	50112.00	0.00	563.60	0.00	7.86	7.86	609.07
1999 04 29 12	50112.00	0.00	146.36	0.00	5.51	5.51	570.84
1999 04 30 12	50457.60	0.00	575.11	0.00	7.44	7.44	591.08
1999 05 01 12	50457.60	0.00	518.25	0.00	11.95	11.95	690.52
1999 05 02 12	50803.20	0.00	517.34	0.00	12.17	12.17	800.97
1999 05 03 12	50803.20	0.00	521.48	0.00	11.95	11.95	830.52
1999 05 04 12	51148.80	1.16	296.38	0.00	13.53	13.53	987.36
1999 05 05 12	51148.80	1.53	325.64	0.00	16.59	16.59	1592.57
1999 05 06 12	51412.46	1.45	417.06	0.00	17.23	17.23	1645.14
1999 05 07 12	51494.40	0.01	367.82	0.00	16.31	16.31	1599.04
1999 05 08 12	51641.93	0.00	347.05	0.00	15.31	15.31	1501.83
1999 05 09 12	51840.00	7.72	388.13	0.00	15.32	15.32	1530.86
1999 05 10 12	51862.40	0.33	228.70	0.00	12.99	12.99	1264.09
1999 05 11 12	52185.60	0.00	485.17	0.00	7.00	7.00	613.64
1999 05 12 12	52185.60	0.00	507.30	0.00	5.87	5.87	480.05
1999 05 13 12	52449.26	0.05	250.32	0.00	4.51	4.51	548.31
1999 05 14 12	52531.20	0.00	479.70	0.00	8.07	8.07	664.70
1999 05 15 12	52646.81	0.00	534.89	0.00	11.63	11.63	719.17
1999 05 16 12	52876.80	0.00	530.21	0.00	10.88	10.88	813.13
1999 05 17 12	52876.80	0.00	532.43	0.00	11.17	11.17	943.93
1999 05 18 12	53075.75	0.00	519.26	0.00	13.50	13.50	1293.03
1999 05 19 12	53222.40	0.08	395.91	0.00	15.15	15.15	1522.72
1999 05 20 12	53244.80	14.80	145.62	0.00	14.26	14.26	1515.44
1999 05 21 12	53558.12	0.00	371.77	0.00	13.45	13.45	1131.64
1999 05 22 12	53568.00	0.00	409.08	0.00	15.06	15.06	1249.02
1999 05 23 12	53590.40	0.03	503.14	0.00	15.92	15.92	1362.29
1999 05 24 12	53903.73	2.74	157.85	0.00	11.41	11.41	1225.49
1999 05 25 12	53913.60	29.13	463.20	0.00	13.87	13.87	1349.11
1999 05 26 12	53936.00	2.02	310.14	0.00	11.59	11.59	1099.64
1999 05 27 12	54112.55	0.28	397.03	0.00	11.41	11.41	1015.96
1999 05 28 12	54259.20	0.01	471.70	0.00	14.77	14.77	1153.71
1999 05 29 12	54259.20	0.55	474.69	0.00	17.52	17.52	1308.92
1999 05 30 12	54374.81	0.03	501.49	0.00	19.26	19.26	1497.08
1999 05 31 12	54594.93	0.00	517.22	0.00	19.67	19.67	1669.11
1999 06 01 12	54604.80	0.12	516.08	0.00	17.63	17.63	1568.56
1999 06 02 12	54604.80	0.55	386.32	0.00	16.99	16.99	1694.46
1999 06 03 12	54683.51	1.97	400.12	0.00	17.98	17.98	1781.18
1999 06 04 12	54803.75	0.25	369.39	0.00	16.37	16.37	1348.09
1999 06 05 12	54950.40	0.00	367.67	0.00	15.33	15.33	1083.37
1999 06 06 12	54950.40	1.55	262.38	0.00	14.34	14.34	1272.03
1999 06 07 12	54950.40	0.00	427.14	0.00	19.96	19.96	1876.03
1999 06 08 12	55029.11	10.56	343.27	0.00	21.99	21.99	2161.82
1999 06 09 12	55097.93	18.58	421.61	0.00	14.72	14.72	1303.05
1999 06 10 12	55214.06	0.00	531.16	0.00	14.42	14.42	1079.38
1999 06 11 12	55296.00	0.00	527.55	0.00	13.15	13.15	1107.63
1999 06 12 12	55296.00	0.00	528.47	0.00	15.83	15.83	1350.36
1999 06 13 12	55296.00	0.00	521.76	0.00	18.07	18.07	1760.15
1999 06 14 12	55296.00	0.85	475.99	0.00	19.56	19.56	1981.50
1999 06 15 12	55296.00	0.68	297.78	0.00	18.51	18.51	1824.84
1999 06 16 12	55318.40	0.07	503.75	0.00	12.86	12.86	981.36
1999 06 17 12	55374.71	0.00	342.61	0.00	13.79	13.79	1052.49
1999 06 18 12	55374.71	1.13	183.53	0.00	14.32	14.32	1305.19
1999 06 19 12	55411.61	0.04	527.26	0.00	15.56	15.56	1176.63
1999 06 20 12	55411.61	0.00	456.41	0.00	16.96	16.96	1315.77
1999 06 21 12	55411.61	0.00	497.03	0.00	17.16	17.16	1431.11
1999 06 22 12	55411.61	0.18	459.81	0.00	20.66	20.66	1718.22
1999 06 23 12	55411.61	2.41	443.38	0.00	22.40	22.40	1913.28
1999 06 24 12	55411.61	6.04	387.61	0.00	21.67	21.67	2003.96
1999 06 25 12	55374.71	2.95	480.68	0.00	21.57	21.57	1965.65
1999 06 26 12	55318.40	2.08	434.32	0.00	21.10	21.10	1866.85
1999 06 27 12	55296.00	0.00	484.14	0.00	22.37	22.37	1843.29
1999 06 28 12	55296.00	0.85	281.63	0.00	20.47	20.47	2115.30
1999 06 29 12	55296.00	5.31	324.01	0.00	22.06	22.06	2412.50
1999 06 30 12	55296.00	2.59	489.20	0.00	21.73	21.73	2018.55
1999 07 01 12	55296.00	0.08	323.82	0.00	20.26	20.26	1662.09
1999 07 02 12	55286.12	13.05	272.22	0.00	20.30	20.30	2198.68
1999 07 03 12	55149.35	0.00	476.25	0.00	21.33	21.33	1970.36
1999 07 04 12	55066.01	0.00	434.95	0.00	22.81	22.81	2092.78
1999 07 05 12	54972.80	2.85	351.42	0.00	23.96	23.96	2416.30
1999 07 06 12	54950.40	5.51	151.41	0.00	18.31	18.31	1804.52
1999 07 07 12	54950.40	0.00	454.83	0.00	20.29	20.29	1890.39
1999 07 08 12	54940.52	3.40	387.35	0.00	17.82	17.82	1476.07
1999 07 09 12	54752.33	0.00	453.13	0.00	15.08	15.08	1270.90
1999 07 10 12	54627.19	9.00	305.42	0.00	17.21	17.21	1679.44
1999 07 11 12	54604.80	1.58	344.49	0.00	17.43	17.43	1540.32
1999 07 12 12	54604.80	0.00	485.46	0.00	18.10	18.10	1436.70
1999 07 13 12	54458.15	0.00	286.68	0.00	16.61	16.61	1448.40
1999 07 14 12	54281.60	0.02	485.31	0.00	17.49	17.49	1518.64
1999 07 15 12	54259.20	0.01	489.89	0.00	18.25	18.25	1633.34
1999 07 16 12	54249.32	0.87	467.78	0.00	21.03	21.03	1904.63
1999 07 17 12	54029.21	0.00	464.02	0.00	24.94	24.94	2415.83
1999 07 18 12	53913.60	0.91	312.38	0.00	25.77	25.77	2522.99
1999 07 19 12	53913.60	0.22	355.62	0.00	22.95	22.95	2022.71
1999 07 20 12	53715.53	0.03	488.15	0.00	18.03	18.03	1346.68
1999 07 21 12	53568.00	0.00	484.73	0.00	16.98	16.98	1173.01
1999 07 22 12	53568.00	0.00	466.73	0.00	19.05	19.05	1674.06
1999 07 23 12	53369.93	5.23	409.82	0.00	22.15	22.15	2067.68
1999 07 24 12	53222.40	0.27	429.41	0.00	22.98	22.98	1960.90
1999 07 25 12	53222.40	2.57	383.60	0.00	21.05	21.05	2160.96
1999 07 26 12	52955.51	4.49	338.05	0.00	21.43	21.43	2135.69
1999 07 27 12	52876.80	2.44	295.36	0.00	21.44	21.44	2126.49
1999 07 28 12	52794.86	4.33	432.81	0.00	23.15	23.15	2142.48
1999 07 29 12	52531.20	0.01	400.22	0.00	23.28	23.28	2011.61
1999 07 30 12	52531.20	0.40	459.65	0.00	21.97	21.97	2029.35
1999 07 31 12	52301.21	0.00	415.56	0.00	22.47	22.47	2279.82
1999 08 01 12	52185.60	0.01	397.44	0.00	22.91	22.91	2288.79
1999 08 02 12	52103.66	0.00	474.56	0.00	20.40	20.40	1633.45
1999 08 03 12	51840.00	0.00	433.92	0.00	17.57	17.57	1312.90
1999 08 04 12	51840.00	0.03	434.07	0.00	19.89	19.89	1535.57
1999 08 05 12	51494.40	1.80	396.65	0.00	19.18	19.18	1743.66
1999 08 06 12	51494.40	0.28	387.89	0.00	19.32	19.32	1733.33
1999 08 07 12	51227.51	5.16	483.05	0.00	18.58	18.58	1552.77
1999 08 08 12	51148.80	21.12	148.49	0.00	16.08	16.08	1515.83
1999 08 09 12	50918.81	0.01	497.62	0.00	16.15	16.15	1367.88
1999 08 10 12	50803.20	0.00	463.13	0.00	14.58	14.58	1083.59
1999 08 11 12	50605.13	0.00	464.01	0.00	16.68	16.68	1251.54
1999 08 12 12	50457.60	0.71	325.68	0.00	18.70	18.70	1801.26
1999 08 13 12	50310.95	0.18	461.20	0.00	20.66	20.66	1866.19
1999 08 14 12	50112.00	6.42	294.70	0.00	21.62	21.62	2301.47
1999 08 15 12	50030.06	2.60	110.18	0.00	18.45	18.45	1906.81
1999 08 16 12	49766.40	0.00	462.07	0.00	18.72	18.72	1593.70
1999 08 17 12	49684.46	0.00	340.15	0.00	20.25	20.25	1745.80
1999 08 18 12	49420.80	0.24	371.83	0.00	20.61	20.61	1888.52
1999 08 19 12	49338.86	0.42	466.98	0.00	18.62	18.62	1400.52
1999 08 20 12	49075.20	0.00	343.79	0.00	18.95	18.95	1402.26
1999 08 21 12	48993.26	0.89	232.51	0.00	18.34	18.34	1468.59
1999 08 22 12	48729.60	3.60	147.00	0.00	16.75	16.75	1614.47
1999 08 23 12	48582.95	0.00	356.41	0.00	19.35	19.35	1682.61
1999 08 24 12	48384.00	0.00	469.55	0.00	21.21	21.21	1652.10
1999 08 25 12	48185.93	0.00	478.39	0.00	20.91	20.91	1673.04
1999 08 26 12	48038.40	0.00	472.57	0.00	19.95	19.95	1700.63
1999 08 27 12	47715.19	0.00	294.46	0.00	19.94	19.94	1774.39
1999 08 28 12	47692.80	0.01	351.55	0.00	21.14	21.14	2054.16
1999 08 29 12	47347.20	0.30	473.96	0.00	20.21	20.21	1662.94
1999 08 30 12	47347.20	0.00	419.73	0.00	15.54	15.54	1093.18
1999 08 31 12	47001.60	0.00	478.51	0.00	15.91	15.91	995.83
1999 09 01 12	47001.60	0.00	460.63	0.00	18.65	18.65	1186.08
1999 09 02 12	46656.00	0.00	451.18	0.00	20.45	20.45	1382.84
1999 09 03 12	46656.00	0.00	442.29	0.00	22.44	22.44	1549.55
1999 09 04 12	46310.40	0.00	438.66	0.00	22.87	22.87	1825.62
1999 09 05 12	46310.40	0.00	432.05	0.00	20.36	20.36	1856.48
